reg,domanda,risposta
R05,Il Responsabile dell’Ordine Pubblico incaricato dal Ministero può ordinare all’Arbitro di non iniziare o sospendere una gara,VERO
R05,In caso di assenza dell'Arbitro le squadre lo devono attendere per un periodo limite pari alla durata di un tempo previsto per la gara,VERO
R05,Se un calciatore tiene comportamenti discriminatori nei confronti di chiunqe l'Arbitro deve espellerlo,VERO
R05,"L’Arbitro è tenuto a segnalare infrazioni alle norme di giustizia sportiva, anche se si sono verificate lontano dalla sede della gara stessa",VERO
R05,"L’Arbitro, secondo le Regole del Gioco, può essere ritenuto responsabile per un infortunio subito da un calciatore",FALSO
R06,"A  seguito  di  un  infortunio  di  un  Assistente  ufficiale,  non  essendo  reperibile  un  sostituto,  la  gara  prosegue  con  due  assistenti  di  parte.  Qualora successivamente  si  riprenda  dall’infortunio,  l’Assistente  ufficiale  può  in  qualunque  momento  riprendere  le  proprie  funzioni  insieme  all’altro Assistente, rimasto a disposizione",VERO
R06,"Nel caso di una sostituzione, l’Assistente, in assenza del 4° ufficiale, deve fare una segnalazione all’Arbitro alla prima interruzione di gioco. Dovrà poi recarsi all’altezza della linea mediana per prendere parte alle procedure per la sostituzione. In questo caso, l’Arbitro aspetterà che l’Assistente ritorni in posizione prima di far riprendere il gioco",VERO
R06,"Nelle situazioni di “gol – non gol”, se una rete viene segnata senza che vi siano dubbi in merito alla decisione, l’Arbitro e l’Assistente entreranno in contatto e poi l’Assistente dovrà correre rapidamente per 25-30 metri lungo la linea laterale verso la linea mediana senza alzare la bandierina",VERO
R06,"A  fine  gara,  se  il  rapporto  di  gara  dell’Assistente  non  prevede  nessuna  segnalazione,  può  non  essere  consegnato  all’Arbitro  per  allegarlo  al  suo referto",FALSO
R06,"A gioco in svolgimento, un assistente di parte entra sul terreno di gioco e blocca deliberatamente il pallone. L’Arbitro riprenderà il gioco con un calcio di punizione indiretto in favore della squadra avversaria dal punto in cui il pallone è stato toccato",FALSO
R06,"Gli  Assistenti  possono  comunicare  a  calciatori,  dirigenti  o  altre  persone  il  tempo  trascorso  o  mancante  alla  fine  della  gara,  purché  la  richiesta avvenga a gioco fermo",FALSO
R06,"Gli Assistenti sono, tenuti a segnalare immediatamente all’Arbitro, sventolando in modo ben visibile la bandierina, quando un calciatore, anche se di riserva o sostituito, o una persona ammessa nel recinto di gioco utilizza espressione blasfema",VERO
R06,Il 4° ufficiale può sostituire l'Arbitro se il Regolamento della competizione lo prevede o uno degli Assistenti in caso di malessere o infortunio,VERO
R06,Il 4° ufficiale deve riferire all’Arbitro in merito a fatti gravi da addebitarsi a persone ammesse nel recinto di gioco analogamente a quanto è nei compiti e nei poteri degli Assistenti ufficiali,VERO
R06,"Il segnale acustico della bandierina elettronica è uno strumento supplementare, da usare solo quando necessario per attirare l’attenzione dell’Arbitro",VERO
R06,"In  assenza  di  un  Assistente  ufficiale,  viene  reperito  un  Arbitro  tra  il  pubblico  per  svolgere  tale  ruolo.  Dopo  l'inizio  della  gara  giunge  l’Assistente designato. L’Arbitro continuerà la gara con il collega già reperito nella funzione di Assistente",VERO
R06,"In  caso  di  fuorigioco  se  l’Arbitro  non  vede  immediatamente  la  bandierina  alzata,  l’Assistente  dovrà  mantenere  la  segnalazione  finché  verrà  visto dall’Arbitro o finché il pallone sarà tornato chiaramente in possesso della squadra difendente",VERO
R06,"In  una  gara  di  allievi  regionali  un  calciatore  di  riserva,  in  mancanza  dell’assistente  di  parte,  è  impiegato  in  tale  ruolo.  Nel  corso  della  gara  potrà comunque sostituire un calciatore titolare",VERO
R06,L’Assistente  deve  alzare  la  bandierina  quando  un fallo  o  una  scorrettezza vengono  commessi  nella  sue  immediate  vicinanze  o  fuori  della  visuale dell’Arbitro,VERO
R06,"L’Assistente deve segnalare se, nell’esecuzione di un calcio di rigore, il portiere si muove chiaramente dalla linea di porta prima che il pallone sia stato calciato",VERO
R06,"La sostituzione di un Assistente con un altro Arbitro o Assistente diventa definitiva nel momento in cui la gara ha inizio o, se già iniziata, nel momento in cui il gioco riprende dopo tale sostituzione",VERO
R06,Le  bandierine  degli Assistenti ufficiali o di parte  devono essere  fornite  dalla  società  sul cui campo si disputa  la  gara  anche nel caso di una  gara giocata in campo neutro,VERO
R06,"Nelle partite di Settore giovanile un calciatore che inizia la gara con funzioni di assistente di parte non può, nella stessa gara, partecipare al gioco come calciatore",FALSO
R06,"Quando il pallone oltrepassa la linea di porta vicino all’Assistente, questi segnalerà direttamente per indicare se il gioco deve essere ripreso con un calcio di rinvio o un calcio d’angolo, usando la mano destra",VERO
R06,"Quando vengono commessi un fallo o una scorrettezza, l’Assistente deve alzare la bandierina con la stessa mano che userà anche per il resto della segnalazione, in maniera da poter poi indicare chiaramente all’Arbitro chi ha subito il fallo",VERO
R06,"Se  l’Arbitro  non  vede  una  segnalazione  dell’Assistente,  su  un  pallone  uscito  interamente  da  una  linea  perimetrale,  questi  deve  continuarla  fino a quando non viene percepita",VERO
R06,Un Assistente deve avvertire l’Arbitro che per errata individuazione sta ammonendo un calciatore al posto di un altro o che sta incorrendo in errore ammonendo per la seconda volta uno stesso calciatore senza espellerlo,VERO
R06,Durante l’esecuzione dei tiri di rigore un Assistente deve posizionarsi nel punto di intersezione tra la linea di porta e l’area di rigore,FALSO
R06,"Gli Assistenti devono, di norma, alzare la bandierina e tenerla nella medesima mano anche per segnalare la direzione",VERO
R06,Gli assistenti di parte non possono essere di età inferiore a quella stabilita per partecipare alla gara quale calciatore,VERO
R06,Gli assistenti di parte possono segnalare la posizione di fuorigioco solo su indicazione dell’Arbitro,FALSO
R06,"Gli Assistenti possono entrare sul terreno di gioco per verificare la distanza di 9,15 m",VERO
R06,Il rapporto di fine gara dell'Assistente deve essere sempre consegnato all'Arbitro per essere allegato al rapporto di gara,VERO
R06,"Il segnale acustico della bandierina elettronica è particolarmente utile in caso della segnatura di una rete (quando il pallone ha oltrepassato, ma non in modo evidente, la linea di porta)",VERO
R06,"In caso di ingerenza da parte di un Assistente, l’Arbitro lo dispenserà dai suoi doveri e farà un rapporto all’Organo tecnico competente",VERO
R06,L’Assistente n. 1 è quello che si posiziona dal lato del terreno di gioco opposto dove sono collocate le panchine,FALSO
R06,La bandierina dell'Assistente deve stare sempre dispiegata anche durante la corsa,VERO
R06,La segnalazione dell’Assistente interrompe il gioco se l’Arbitro è distante dall’azione,FALSO
R06,Le bandierine degli Assistenti devono avere un drappo della misura di cm. 40 x 45 di colore rosso o giallo ed un’asta di cm. 70,FALSO
R06,"Ogni qualvolta l’Assistente segnala che il pallone non è più in gioco, continuerà a farlo fino a quando l’Arbitro non se ne sarà avveduto",VERO
R06,Su calcio di rigore e su un tiro di rigore l’assistente dovrà posizionarsi nel punto di intersezione tra la linea di porta e l’area di rigore,FALSO
R06,Tecnica di spostamento dell’Assistente: sulle distanze brevi deve essere utilizzata la corsa laterale,VERO
R06,Un Assistente può segnalare infrazioni punibili con una espulsione,VERO
R06,"Un Assistente, sul calcio di rinvio, deve controllare prima di tutto che il pallone sia posizionato all'interno dell'area di porta",VERO
R06,Un calciatore sostituito può fungere da assistente di parte in caso di impedimento di quest’ultimo,VERO
R06,Un calciatore squalificato può comunque svolgere funzioni di assistente di parte,FALSO
R06,Una gara può essere iniziata o proseguita anche senza la presenza degli Assistenti di parte,FALSO
R07,"Eseguire una ripresa di gioco da una posizione non corretta, per indurre l'Arbitro ad ordinarne la ripetizione, può essere considerata una manovra per perdere tempo",VERO
R07,"I minuti del recupero annunciati prima del termine dei due periodi di gioco, non indicano necessariamente l'ammontare esatto del tempo che rimane da giocare in quanto l'Arbitro, se lo ritiene appropriato, lo può incrementare",VERO
R07,"L'Arbitro può compensare un errore di cronometraggio avvenuto nel primo tempo, aumentando o riducendo la durata del secondo tempo, solo se i capitani delle due squadre sono stati informati",FALSO
R07,La  durata  delle  gare  dei  campionati  della  categoria  “giovanissimi”  è  fissata  in  due  periodi  di  gioco  di  35  minuti  ciascuno.  Gli  eventuali  tempi supplementari hanno la durata di 10 minuti,VERO
R07,La durata di una gara della categoria “allievi” è fissata normalmente in due periodi di gioco di 40 minuti ciascuno. Gli eventuali tempi supplementari hanno la durata di 15 minuti,FALSO
R07,"Se un calcio di rigore deve essere eseguito, la durata di ciascun periodo di gioco deve essere prolungata fino a quando il calcio di rigore sarà stato completato",VERO
R07,"Di norma, il tempo di attesa per le squadre, è pari alla durata di un tempo, a partire dall’ora d’inizio ufficiale della gara",VERO
R07,Il trasporto dei calciatori infortunati fuori dal terreno di gioco è una causa di prolungamento del tempo regolamentare o supplementare,VERO
R07,"Se l’Arbitro lo ritiene opportuno, il recupero può essere sia incrementato sia ridotto",FALSO
R07,Una gara è prolungata per permettere l’esecuzione di un calcio di rigore. Il portiere può essere sostituito prima che il calcio di rigore sia eseguito,VERO
R08,"Al termine del ""minuto di raccoglimento"" l'Arbitro accerterà le condizioni per il regolare avvio della gara e solo dopo fischierà per l'esecuzione del calcio d'inizio",VERO
R08,"Una rimessa dell’Arbitro deve essere ripetuta se il pallone esce dal terreno di gioco, dopo essere rimbalzato sullo stesso, senza che nessun calciatore lo abbia toccato",VERO
R08,Prima dell’inizio della gara la scelta del terreno viene stabilita con sorteggio e la squadra che vince sceglie la porta verso cui attaccherà nel primo tempo,VERO
R08,"Se il pallone su rimessa dall’Arbitro, una volta in gioco, viene calciato direttamente nella propria porta, deve essere accordato un calcio d’angolo alla squadra avversaria",VERO
R08,Una rimessa dell’Arbitro è un modo di riprendere il gioco quando l’Arbitro deve interrompere il gioco e le Regole non prevedono una delle altre riprese di gioco,VERO
R08,"Il “minuto di raccoglimento"" può essere effettuato anche senza l'autorizzazione del competente Organo federale",FALSO
R08,"Il calcio di inizio, nelle gare di beneficenza, può essere eseguito da una persona diversa rispetto ai calciatori che prendono parte alla gara",FALSO
R08,Un portiere non può partecipare ad una rimessa dell’Arbitro,FALSO
R08,L'Arbitro può decidere quanti calciatori possono partecipare ad una propria rimessa,FALSO
R08,Una rimessa dell’Arbitro deve essere ripetuta se il pallone viene toccato da un calciatore prima di toccare il terreno,VERO
R08,La squadra che ha vinto il sorteggio eseguirà obbligatoriamente il calcio d’inizio del secondo tempo,VERO
R08,"Prima del fischio dell'Arbitro un calciatore batte regolarmente un calcio d'inizio, l'Arbitro lo farà ripetere",VERO
R08,Su rimessa dell’Arbitro il pallone è in gioco dopo che ha toccato il terreno di gioco ed è stato toccato da un calciatore,FALSO
R08,Una rimessa dell’Arbitro all’interno dell’area di porta può effettuarsi da un punto qualsiasi interno a detta area,FALSO
R09,Il  pallone  ha  oltrepassato  la  linea  laterale  quando  il  portiere  colpisce  un  avversario  all’interno  della  propria  area  di  rigore.  L’Arbitro  non  potrà accordare un calcio di rigore,VERO
R09,"Il pallone è in gioco se urta contro l’asta della bandierina d’angolo, la spezza, la fa cadere e rimbalza sul terreno di gioco",VERO
R09,"Il pallone non è in gioco quando l’Arbitro ha emesso un fischio, anche se per errore",VERO
R09,"Se, mentre è in gioco, il pallone tocca l'Arbitro quest'ultimo interrompe il gioco e lo riprende con una propria rimessa",FALSO
R10,I tiri di rigore sono un metodo approvato per determinare la squadra vincente quando il regolamento della competizione prevede che ci debba essere una vincente al termine di una gara che si è conclusa in parità,VERO
R10,I tiri di rigore sono l’unico metodo approvato per determinare la squadra vincente quando il regolamento della competizione prevede che vi debba essere una vincente,FALSO
R10,Il pallone colpisce l’Arbitro al volto ed entra in porta. Su indicazione degli Assistenti (ufficiali) potrà comunque convalidare la rete anche se non ha potuto controllarla personalmente,VERO
R10,"Il  pallone,  dopo avere  oltrepassato  una  linea  di porta,  tra  i  pali e  sotto  la  traversa, si presenta  in condizioni  non  regolari.  L’Arbitro  dovrà  sempre convalidare la rete",FALSO
R10,"Il portiere il cui compagno esegue un tiro di rigore deve stare sul terreno di gioco, all’esterno dell’area di rigore, all’intersezione tra la linea dell’area di rigore e la linea di porta",VERO
R10,L’Arbitro convalida una rete ma si rende immediatamente conto che il pallone non aveva oltrepassato interamente la linea di porta. Riprenderà il gioco con una propria rimessa sulla linea di porta,FALSO
R10,"Le reti segnate in trasferta, i tempi supplementari ed i tiri di rigore sono i metodi per determinare la squadra vincente, quando una gara si conclude in parità",VERO
R10,"Se l’Arbitro precipitosamente fischia per accordare una rete mentre il pallone, che si trova nell'area di porta, non ha ancora interamente superato la linea di porta, dovrà riprendere con una propria rimessa",VERO
R10,Durante un tiro di rigore il pallone scoppia dopo aver colpito il palo di una porta. Il tiro dovrà essere ripetuto,FALSO
R10,"I tiri di rigore, quando previsti per determinare la squadra vincente, non fanno parte della gara",VERO
R10,"Nei tiri di rigore, di norma, un Assistente deve posizionarsi nel cerchio centrale per controllare i rimanenti calciatori di entrambe squadre",VERO
R10,Su calcio di punizione diretto è possibile segnare un'autorete,FALSO
R10,Un portiere viene espulso durante i tiri di rigore. L’Arbitro può consentire la sostituzione con quello di riserva,FALSO
R10,Uno spettatore cerca di toccare il pallone che entra in rete: l’Arbitro non deve interrompere e deve convalidare la rete,VERO
R11,"Essere ""più vicino alla linea di porta avversaria“, nella valutazione del fuorigioco, significa che qualsiasi parte della testa, del corpo, dei piedi e delle braccia è più vicina alla linea di porta avversaria sia rispetto al pallone sia al penultimo avversario",FALSO
R11,"Gli  elementi  che  determinano  una  posizione  di  fuorigioco  sono:  la  posizione  del  pallone,  la  posizione  dell’attaccante,  la  posizione  del  penultimo difendente",VERO
R11,L’Arbitro deve punire una posizione di fuorigioco nel momento in cui il calciatore che effettua il passaggio al compagno in posizione irregolare si spossessa del pallone,FALSO
R11,"Nel fuorigioco “trarre vantaggio da tale posizione” significa giocare un pallone che rimbalza o è deviato dal palo o dalla traversa o da un avversario, essendo stati in posizione di fuorigioco",VERO
R11,"Un calciatore difendente che esce dal terreno di gioco senza l’autorizzazione dell’Arbitro, dovrà essere considerato, ai fini del fuorigioco, come se fosse sulla propria linea di porta o su una linea laterale",VERO
R11,Un calciatore che si trova in fuorigioco trae vantaggio dalla propria posizione se gioca un pallone che gli perviene dal portiere avversario a seguito di una parata,VERO
R11,"Un  calciatore  è  in  posizione  di  fuorigioco  quando  è  più  vicino  alla  linea  di  porta  avversaria  rispetto  sia  al  pallone,  sia  al  penultimo  avversario, trovandosi nella “metà campo” avversaria",VERO
R11,"Un calciatore ha i piedi sulla linea mediana, la testa nella metà campo avversaria, le braccia nella propria metà. Se ricorrono le altre condizioni, è in posizione di fuorigioco",VERO
R11,"Un calciatore in posizione di fuorigioco che riceve il pallone da un avversario, che lo gioca deliberatamente (tranne su una parata o un salvataggio intenzionale di una rete) non si deve ritenere che abbia tratto vantaggio",VERO
R11,“Trarre vantaggio” sul fuorigioco comprende il caso in cui un calciatore riceva il pallone che è stato respinto dal portiere avversario su una parata,VERO
R11,"La linea del pallone, la posizione dell’attaccante e del penultimo difendente sono gli elementi che determinano una posizione di fuorigioco",VERO
R11,La posizione di fuorigioco deve essere sanzionata solo quando un calciatore in posizione irregolare prende parte attiva al gioco giocando il pallone,FALSO
R11,Non vi è infrazione di fuorigioco quando un calciatore riceve direttamente il pallone su calcio di rinvio,VERO
R11,"Per “linea del pallone”, nella valutazione del fuorigioco si intende la linea immaginaria, parallela alla linea di porta, passante per il pallone",VERO
R11,Un calciatore anche se si trova in posizione di fuorigioco può segnare una rete regolare,VERO
R11,Un calciatore che si trova sulla stessa linea del pallone non è in posizione di fuorigioco,VERO
R11,"Un calciatore si trova in posizione di fuorigioco quando è più vicino alla linea di porta avversaria rispetto sia al pallone, sia al penultimo avversario",VERO
R12,Tentare di trattenere un avversario viene punito con un calcio di punizione diretto o di rigore se commesso da un difendente nella propria area di rigore,FALSO
R12,“Negligenza” significa che il calciatore ha mostrato una mancanza di attenzione o considerazione nell’effettuare un contrasto o che ha agito senza precauzione,VERO
R12,L’atto di “caricare un avversario” consiste nel tentativo di conquistare lo spazio usando il contatto fisico con il pallone a distanza di gioco senza fare uso di braccia o gomiti,VERO
R12,"Mentre un portiere rilascia il pallone dalle mani per rilanciarlo, calciandolo “al volo”, un avversario lo intercetta prima che il portiere stesso possa calciarlo. Questo è consentito, se non commette fallo.",FALSO
R12,"Ostacolare la progressione ad un avversario, senza contatto fisico, significa mettersi sulla traiettoria dell’avversario per ostruirlo con il pallone non a distanza di gioco da entrambi i calciatori",VERO
R12,"Per  “distanza  di  gioco”  si  intende  la  distanza  dal  pallone  che  consente,  in relazione  alla  velocità  dell’azione,  a  un  calciatore  di  toccare  il  pallone allungando il piede o saltando o, per i portieri, saltando con le braccia protese",VERO
R12,"Per “gioco pericoloso” si intende qualsiasi azione di un calciatore che, nel tentativio di giocare il pallone, mette in pericolo l’incolumità di qualcuno",VERO
R12,Un tackle o un contrasto che mette in pericolo l’incolumità di un avversario o commesso con vigoria sproporzionata deve essere sanzionato come grave fallo di gioco,VERO
R12,"Se mentre il pallone è in gioco, un calciatore titolare, di riserva, o sostituito lancia un oggetto contro un avversario o un’altra persona in una maniera imprudente, l’Arbitro interromperà il gioco ed ammonirà il colpevole",VERO
R12,"Un attaccante, dentro la porta avversaria, distrae un avversario, mentre viene segnata una rete. Questa non dovrà essere convalidata e il calciatore sarà ammonito per comportamento antisportivo",VERO
R12,"Se un calciatore titolare che si trova all’esterno del terreno di gioco lancia un oggetto contro un avversario che si trova all’interno del terreno di gioco, l’Arbitro riprenderà il gioco con un calcio di punizione diretto",VERO
R12,"Un attaccante tocca volontariamente il pallone con la mano con l’intento di segnare una rete, ma il pallone termina alto sulla traversa. Il calciatore deve essere espulso",FALSO
R12,Un calciatore che si interpone tra un avversario e il pallone per ragioni tattiche non commette un’infrazione finché il pallone è tenuto a distanza di gioco e il calciatore non tiene a distanza l’avversario utilizzando le braccia o il corpo,VERO
R12,Un calciatore chiede il permesso di uscire dal terreno di gioco quando gli perviene il pallone e segna una rete. L’Arbitro convaliderà la rete perché il calciatore non era ancora uscito dal terreno di gioco,FALSO
R12,"Un calciatore di riserva entra sul terreno di gioco e colpisce violentemente un avversario, l’Arbitro espelle il calciatore ed riprende con una propria rimessa dove si trovava il pallone",FALSO
R12,"Un calciatore si rende colpevole di “condotta violenta” se, a gioco in svolgimento, usa vigoria sproporzionata nei confronti di un avversario durante un contrasto per il possesso del pallone",FALSO
R12,"Un calciatore, diverso dal portiere, si trova all’interno della propria area di rigore e lancia con le mani un parastinchi e con questo colpisce il pallone impedendogli di entrare in rete. Calcio di punizione indiretto per comportamento antisportivo",FALSO
R12,"Un calcio di punizione indiretto viene accordato se un portiere, all’interno della propria area di rigore, fa con il pallone nelle mani più di sei passi prima di spossessarsene",FALSO
R12,"Un difensore tocca volontariamente il pallone con la mano sulla propria linea di porta nel tentativo di evitare una rete, ma il pallone entra ugualmente in porta. L’Arbitro convalida solo la rete senza provvedimento disciplinare",FALSO
R12,"Un fallo punibile con un calcio di punizione diretto, commesso da un calciatore su una linea delimitante la propria area di rigore viene sempre punito con un calcio di rigore",VERO
R12,“Fallo di mano” e “trattenere un avversario” sono infrazioni che devono sempre essere sanzionate con un’ammonizione,FALSO
R12,"Ad eccezione di quanto previsto dalla Regola 14, a gioco fermo possono essere inflitte soltanto sanzioni disciplinari",VERO
R12,"Ai fini della sanzione disciplinare, un fallo commesso con negligenza è considerato più grave di un fallo commesso con imprudenza",FALSO
R12,"Ai calciatori è consentito esprimere la propria gioia dopo la segnatura di una rete, ma tale manifestazione non deve essere eccessiva",VERO
R12,Caricare un avversario con negligenza è considerato infrazione punibile,VERO
R12,"Due calciatori possono contrastare, in modo regolare, lo stesso avversario nel medesimo tempo",VERO
R12,I calciatori di riserva devono essere espulsi con l’utilizzo del cartellino rosso,VERO
R12,"Il cartellino rosso o giallo può essere mostrato anche a persone diverse dei calciatori titolari, di riserva o sostituiti",FALSO
R12,Il portiere può mantenere il possesso del pallone tra le mani fino a sei secondi o il tempo necessario per fare sei passi,FALSO
R12,L’atto di toccare il pallone con un oggetto tenuto nella mano (es. parastinchi) è considerato come un’infrazione alla stregua di un fallo di mano,VERO
R12,"L’utilizzo di espressione blasfema da parte di un calciatore di riserva o sostituito, comporta l’espulsione",VERO
R12,Tutte le infrazioni di “condotta violenta” commesse con il pallone in gioco vengono punite con un calcio di punizione diretto o indiretto,FALSO
R12,"La condotta violenta si può verificare con il pallone in gioco oppure non in gioco, comunque all’interno del terreno di gioco",FALSO
R12,Quando il portiere è entrato in possesso del pallone con le mani non può essere contrastato da un avversario,VERO
R12,"Se un calciatore commette tre infrazioni anche di diverso tipo, deve essere comunque ammonito per aver violato ripetutamente le Regole del Gioco",FALSO
R12,"Se un calciatore nega un’evidente opportunità di segnare una rete giocando in gioco pericoloso, l’Arbitro dovrà espellere il calciatore",VERO
R12,Trattenere un avversario è un fallo punibile con un calcio di punizione diretto,VERO
R12,Trattenere un avversario prevede l’ammonizione obbligatoria del calciatore che ha commesso il fallo,FALSO
R12,Un calciatore che commette un fallo con negligenza deve essere ammonito,FALSO
R12,"Un calciatore che lancia, con avventatezza e senza intenzione di nuocere ad un avversario, qualsiasi oggetto deve essere ammonito",VERO
R12,"Un calciatore che manifesta il proprio dissenso, anche in modo non verbale, contro una decisione dell’Arbitro deve essere ammonito",VERO
R12,"Un calciatore che ostacola la progressione di un avversario, senza contatto fisico, sarà punito con un calcio di punizione indiretto",VERO
R12,Un calciatore che utilizza “vigoria sproporzionata” deve essere sempre espulso,VERO
R12,Un calciatore colpevole di un fallo commesso con imprudenza deve essere ammonito,VERO
R12,Un calciatore commette infrazione contro il portiere se lo ostacola nel momento in cui rilancia il pallone con le mani,VERO
R12,Un calciatore può appoggiarsi sulle spalle di un compagno allo scopo di giocare il pallone con la testa,FALSO
R12,"Un calciatore può proteggere il possesso del pallone, senza toccarlo ed avendolo a distanza di gioco, per impedire ad un avversario di giocarlo",VERO
R12,Un calciatore titolare deve essere ammonito se ritarda una qualsiasi ripresa di gioco,VERO
R12,Un portiere commette infrazione se tenendo il pallone con le mani lo fa rimbalzare prima di rinviarlo,FALSO
R12,"Un portiere non può toccare con le mani il pallone a seguito di un volontario passaggio di un compagno, effettuato con quale parte del corpo ?",Il piede
R12,Un tackle che metta in pericolo l’integrità fisica di un avversario deve essere punito come grave fallo di gioco,VERO
R12,"Con il pallone in gioco un calciatore titolare, sul terreno di gioco offende l'arbitro. Decisioni: espulsione e calcio di punizione diretto o di rigore",FALSO
R12,Si considera che un portiere abbia il controllo del pallone quando tiene il pallone sulla mano aperta,VERO
R12,Non si considera che un portiere abbia il controllo del pallone quando fa rimbalzare il pallone sul terreno di gioco o lo lancia in area,FALSO
R12,Il gioco viene ripreso con un calcio di punizione indiretto se un calciatore di riserva o sostituito lancia un oggetto contro un avversario che si trova all’interno del terreno di gioco,VERO
R12,Un calciatore che tocca volontariamente il pallone con la mano per impedire ad un avversario di entrarne il possesso dovrà essere ammonito,FALSO
R12,Un calciatore di riserva può essere ammonito soltanto per comportamento antisportivo,FALSO
R13,"Se un calcio di punizione diretto all’esterno dell’area di rigore è calciato direttamente nella propria porta, deve essere accordato un calcio d’angolo alla squadra avversaria",VERO
R13,Un  calcio  di  punizione  diretto  a  favore  della  squadra  attaccante  non  potrà  mai  essere  battuto  sulle  linee  delimitanti  l’area  di  rigore  della  squadra difendente,VERO
R13,"Nell’effettuazione di un calcio di punizione indiretto eseguito dall’interno della propria area di rigore, i compagni di colui che effettua la ripresa di gioco non possono entrare in detta area fino a che il pallone non è uscito dalla stessa",FALSO
R13,Nell’esecuzione di un calcio di punizione indiretto il pallone toccato da un calciatore non si muove. Un suo compagno lo colpisce immediatamente dopo segnando una rete. La rete è valida.,FALSO
R13,"Se  un  calciatore  decide  di  eseguire  rapidamente  un  calcio  di  punizione  ed  un  avversario  che  si  trova  a  meno  di  9.15  m  dal  pallone  lo  intercetta, l’Arbitro interromperà il gioco e ammonirà il calciatore",FALSO
R13,"Un attaccante, in occasione di un calcio di punizione diretto, passa il pallone ad un compagno, ma prima che lo stesso possa giocarlo, il pallone tocca l'Arbitro e ritorna allo stesso attaccante che tira in porta segnando una rete. L'Arbitro la convalida",FALSO
R13,"Un  calciatore  decide  di  eseguire  rapidamente  un  calcio  di  punizione  ed  un  avversario  che  è  vicino  al  pallone  gli  impedisce  intenzionalmente  di effettuare il calcio di punizione, l’Arbitro dovrà ammonire il calciatore",VERO
R13,Un calcio di punizione diretto viene battuto verso la porta avversaria. Il pallone colpisce l’Arbitro e termina in rete. Il gioco riprende con un calcio d’angolo,FALSO
R13,Un calcio di punizione indiretto accordato ad una squadra all’interno della propria area di porta può essere eseguito in un punto qualsiasi dell'area stessa,VERO
R13,Fare una finta durante l’esecuzione di un calcio di punizione per confondere gli avversari è consentito in quanto parte del gioco,VERO
R13,Il rispetto della distanza è un diritto rinunciabile di chi batte un calcio di punizione,VERO
R13,"In qualsiasi ripresa di gioco la distanza minima che devono rispettare i calciatori, che non ne usufruiscono, è di almeno 9,15 m dal pallone",FALSO
R13,"Di norma, se un calcio di punizione è calciato direttamente nella propria porta, l'Arbitro deve accordare un calcio d'angolo",VERO
R13,Su calcio di punizione indiretto il pallone è in gioco quando è stato toccato da un altro calciatore,FALSO
R13,Un calcio di punizione può essere eseguito alzando il pallone con un piede,VERO
R14,Durante l’esecuzione di un calcio di rigore più calciatori di entrambe le squadre infrangono la Regola. L’Arbitro farà ripetere il calcio di rigore solo se è stata segnata una rete,FALSO
R14,"Durante l’esecuzione di un calcio di rigore il portiere della squadra difendente, rimanendo sempre sulla linea di porta si muove gesticolando con le braccia. Ciò non costituisce irregolarità",VERO
R14,"Durante l’esecuzione di un calcio di rigore, il pallone calciato verso la porta viene intercettato da un corpo estraneo. L’Arbitro interromperà il gioco e lo riprenderà con una propria rimessa",FALSO
R14,"Il capitano della squadra che subisce un calcio di rigore esprime riserve circa la distanza del punto del calcio di rigore. Di norma, l’Arbitro verificherà tale evenienza correggendo se del caso tale punto",FALSO
R14,"Il portiere della squadra difendente, nell'esecuzione di un calcio di rigore, deve restare sulla linea di porta, all'interno dei pali, facendo fronte a chi esegue il tiro fino a quando il pallone è stato calciato",VERO
R14,La  gara  deve  essere  prolungata  per  consentire  l’esecuzione  di  un  calcio  di  rigore  accordato  allo  scadere  di  ciascuno  dei  tempi  regolamentari  o supplementari,VERO
R14,Nell’esecuzione di un calcio di rigore il calciatore incaricato al tiro deve essere chiaramente identificato,VERO
R14,Per un qualsiasi motivo un calcio di rigore viene fatto ripetere. Tra la prima e la seconda esecuzione il portiere difendente non può essere sostituito,FALSO
R14,Un calcio di rigore eseguito prima del fischio dell’Arbitro dovrà essere ripetuto solo se è stata segnata la rete,FALSO
R14,Un calcio di rigore viene fatto ripetere. Il calciatore incaricato al tiro non può cambiare e la ripetizione deve essere eseguita dallo stesso calciatore,FALSO
R14,E' consentita l'esecuzione di un calcio di rigore con un colpo di tacco purché il pallone si muova in avanti,VERO
R14,Nell'esecuzione di un calcio di rigore l'incaricato fa una finta irregolare e segna una rete. L'arbitro lo ammonisce e fa ripetere il calcio di rigore,FALSO
R15,"A seguito di una rimessa laterale, il pallone tocca l'arbitro e termina oltre la linea di porta della squadra del calciatore che ha effettuato la rimessa. L'Arbitro accorda un calcio d'angolo",VERO
R15,"Nonostante sia stato invitato dall’Arbitro al rispetto della distanza, un calciatore, su rimessa laterale, si porta a meno di due metri dal calciatore che esegue la ripresa di gioco: l’Arbitro dovrà ammonirlo",VERO
R15,"Se il pallone entra direttamente nella porta di chi ha eseguito una rimessa dalla linea laterale, l'Arbitro deve assegnare un calcio d'angolo alla squadra avversaria",VERO
R15,"Se un calciatore distrae o ostacola un avversario che esegue una rimessa dalla linea laterale, deve essere ammonito per comportamento antisportivo",VERO
R15,"Se un calciatore, nell'effettuare una rimessa laterale, viene involontariamente ostacolato da un Assistente arbitrale, l'Arbitro farà ripetere la rimessa laterale alla stessa squadra",VERO
